PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMBD
161	m-tyramine sulfate	Amino Acid	Tyrosine Metabolism	48417	LC/MS Neg	100006104	1723	216.0336		175727-14-7		
1972	myo-inositol	Lipid	Inositol Metabolism	1124	LC/MS Polar	363	3506.3	225.0616	892	87-89-8	C00137	HMDB00211
1364	myristate (14:0)	Lipid	Long Chain Saturated Fatty Acid	1365	LC/MS Neg	519	5440	227.2017	11005	544-63-8	C06424	HMDB00806
1377	myristoleate (14:1n5)	Lipid	Long Chain Monounsaturated Fatty Acid	32418	LC/MS Neg	100001198	5346.9	225.186	5281119	544-64-9	C08322	HMDB02000
1689	myristoleoylcarnitine (C14:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	48182	LC/MS Pos Late	100006051	1316	370.2947	90659872	889848-55-9		
2816	myristoyl dihydrosphingomyelin (d18:0/14:0)*	Lipid	Dihydrosphingomyelins	57365	LC/MS Pos Late	100009038	2060	677.5592				HMDB12085
1670	myristoylcarnitine (C14)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	33952	LC/MS Pos Late	100001270	1350	372.3108	6426854	18822-89-4		HMDB05066
4554	N-(2-furoyl)glycine	Xenobiotics	Food Component/Plant	31536	LC/MS Neg	100001086	1525	168.0302	21863	5657-19-2;5657-19-2		HMDB00439
130	"N,N,N-trimethyl-5-aminovalerate"	Amino Acid	Lysine Metabolism	57687	LC/MS Pos Early	100015962	2186	160.1332	14274897			
460	"N,N,N-trimethyl-alanylproline betaine (TMAP)"	Amino Acid	Urea cycle; Arginine and Proline Metabolism	62947	LC/MS Pos Early	100020217	2470	229.1547				
129	"N,N-dimethyl-5-aminovalerate"	Amino Acid	Lysine Metabolism	62819	LC/MS Pos Early	100020842	2290	146.1176				
32	"N,N-dimethylalanine"	Amino Acid	Alanine and Aspartate Metabolism	63151	LC/MS Pos Early	100020371	1370	118.0863	5488191	2812-31-9		
3995	N1-Methyl-2-pyridone-5-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	40469	LC/MS Pos Early	100001468	1250	153.0659	69698	701-44-0	C05842	HMDB04193
3996	N1-Methyl-4-pyridone-3-carboxamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	57584	LC/MS Pos Early	100001469	1260	153.0659	440810	769-49-3	C05843	HMDB04194
3832	1-methyladenosine	Nucleotide	"Purine Metabolism, Adenine containing"	15650	LC/MS Pos Early	1242	2120	282.1197	27476	15763-06-1	C02494	HMDB03331
3807	N1-methylinosine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	48351	LC/MS Pos Early	100001409	1430	283.1037	65095	20245-33-4		HMDB02721
3871	"N2,N2-dimethylguanosine"	Nucleotide	"Purine Metabolism, Guanine containing"	35137	LC/MS Pos Early	100001412	2210	312.1303	92919	2140-67-2		HMDB04824
451	"N2,N5-diacetylornithine"	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43591	LC/MS Neg	100004575	1367	215.1037	65977	39825-23-5		
103	"N2-acetyl,N6,N6-dimethyllysine"	Amino Acid	Lysine Metabolism	63254	LC/MS Pos Early	100020545	2172	217.1547				
102	"N2-acetyl,N6-methyllysine"	Amino Acid	Lysine Metabolism	62954	LC/MS Pos Early	100020546	2168	203.139				
4973	N4-acetyl-5-hydroxysulfamethoxazole*	Xenobiotics	Drug - Antibiotic	62107	LC/MS Neg	100020244	1745	310.0503				
3932	N4-acetylcytidine	Nucleotide	"Pyrimidine Metabolism, Cytidine containing"	35130	LC/MS Pos Early	100001413	1580	286.1034	107461	3768-18-1		HMDB05923
4972	N4-acetylsulfamethoxazole*	Xenobiotics	Drug - Antibiotic	62106	LC/MS Neg	100020243	2489	294.0554	65280		"C13061,D01601"	HMDB13854
109	"N6,N6,N6-trimethyllysine"	Amino Acid	Lysine Metabolism	1498	LC/MS Pos Early	189	2825	189.1598	440120	23284-33-5	C03793	HMDB01325
108	"N6,N6-dimethyllysine"	Amino Acid	Lysine Metabolism	62862	LC/MS Pos Early	100020417	2831	175.1441	193344	2259-86-1	C05545	HMDB13287
100	N6-acetyllysine	Amino Acid	Lysine Metabolism	36752	LC/MS Neg	100001734	1059	187.1088	92832	692-04-6	C02727	HMDB00206
3843	N6-carbamoylthreonyladenosine	Nucleotide	"Purine Metabolism, Adenine containing"	35157	LC/MS Neg	100001415	2164	411.127	161466	24719-82-2		HMDB41623
1301	N6-carboxymethyllysine	Carbohydrate	Advanced Glycation End-product	36713	LC/MS Pos Early	100001768	2500	205.1183	123800	4/3/46		
3833	N6-methyladenosine	Nucleotide	"Purine Metabolism, Adenine containing"	37114	LC/MS Neg	213	2593	148.0629	102175	1867-73-8		HMDB04044
107	N6-methyllysine	Amino Acid	Lysine Metabolism	62860	LC/MS Pos Early	100003415	2831	161.1285	164795	1188-07-4	C02728	HMDB02038
3853	N6-succinyladenosine	Nucleotide	"Purine Metabolism, Adenine containing"	48130	LC/MS Neg	100001664	940	382.1004	165243	4542-23-8		HMDB00912
72	N-acetyl-1-methylhistidine*	Amino Acid	Histidine Metabolism	43255	LC/MS Pos Early	100004299	2100	212.1028	53859791			
1603	N-acetyl-2-aminooctanoate*	Lipid	"Fatty Acid, Amino"	62059	LC/MS Neg	100020204	3943	200.1292	95555			HMDB59745
71	N-acetyl-3-methylhistidine*	Amino Acid	Histidine Metabolism	43256	LC/MS Pos Early	100002204	2056	212.103	193270	37841-04-6		
30	N-acetylalanine	Amino Acid	Alanine and Aspartate Metabolism	1585	LC/MS Neg	1110	861	130.051	88064	97-69-8	C02847	HMDB00766
4410	N-acetylalliin	Xenobiotics	Food Component/Plant	45404	LC/MS Neg	100005367	1410	218.0493				
442	N-acetylarginine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	33953	LC/MS Pos Early	100001266	2245	217.1295	67427	155-84-0	C02562	HMDB04620
40	N-acetylasparagine	Amino Acid	Alanine and Aspartate Metabolism	33942	LC/MS Polar	100001257	2250	173.0568	99715	4033-40-3		HMDB06028
36	N-acetylaspartate (NAA)	Amino Acid	Alanine and Aspartate Metabolism	22185	LC/MS Neg	100000787	620.5	174.0408	65065	997-55-7;997-55-7	C01042	HMDB00812
53	N-acetyl-aspartyl-glutamate (NAAG)	Amino Acid	Glutamate Metabolism	35665	LC/MS Pos Early	100001612	1035	305.098	5255	3106-85-2	C12270	HMDB01067
3918	N-acetyl-beta-alanine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	37432	LC/MS Neg	100002102	773	130.051	76406	3025-95-4	C01073	
127	N-acetyl-cadaverine	Amino Acid	Lysine Metabolism	43530	LC/MS Pos Early	100002249	2385	145.1335	189087	32343-73-0		HMDB02284
81	N-acetylcarnosine	Amino Acid	Histidine Metabolism	43488	LC/MS Pos Early	100004046	2141	269.1244	9903482	56353-15-2		HMDB12881
447	N-acetylcitrulline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	48434	LC/MS Neg	100001577	940	216.099	656979	33965-42-3	C15532	HMDB00856
1299	N-acetylglucosamine/N-acetylgalactosamine	Carbohydrate	Aminosugar Metabolism	46539	LC/MS Pos Early	100006435	715	222.0972	24139			HMDB00215
1296	N-acetylglucosaminylasparagine	Carbohydrate	Aminosugar Metabolism	48149	LC/MS Pos Early	1215	1212	336.1402	123826	2776-93-4	C04540	HMDB00489
45	N-acetylglutamate	Amino Acid	Glutamate Metabolism	15720	LC/MS Polar	100000282	3106	188.0564	70914	8/3/17	C00624	HMDB01138
46	N-acetylglutamine	Amino Acid	Glutamate Metabolism	33943	LC/MS Neg	100001253	771	187.0724	182230	2490-97-3	C02716	HMDB06029
2	N-acetylglycine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	27710	LC/MS Pos Early	100001006	826	118.0499	10972	543-24-8		HMDB00532
94	N-acetylhistamine	Amino Acid	Histidine Metabolism	48679	LC/MS Pos Early	100006123	2287	154.0975	69602	673-49-4	C05135	HMDB13253
70	N-acetylhistidine	Amino Acid	Histidine Metabolism	33946	LC/MS Neg	100001293	900	196.0728	75619	39145-52-3	C02997	HMDB32055
342	N-acetylisoleucine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	33967	LC/MS Neg	100001276	2325	172.0979	306109	3077-46-1		HMDB61684
483	N-acetyl-isoputreanine	Amino Acid	Polyamine Metabolism	62309	LC/MS Pos Early	100020487	2305	203.139	131802901			
248	N-acetylkynurenine (2)	Amino Acid	Tryptophan Metabolism	48757	LC/MS Neg	100006378	2378	249.0881				
296	N-acetylleucine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1587	LC/MS Neg	1082	2400	172.0979	70912	1188-21-2	C02710	HMDB11756
383	N-acetylmethionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	1589	LC/MS Neg	1083	1787	190.0543	448580	65-82-7	C02712	HMDB11745
1285	N-acetylneuraminate	Carbohydrate	Aminosugar Metabolism	32377	LC/MS Pos Early	1162	660	310.1133	439197	131-48-6	C00270	HMDB00230
133	N-acetylphenylalanine	Amino Acid	Phenylalanine Metabolism	33950	LC/MS Neg	100001256	2597	206.0823	74839	2018-61-3	C03519	HMDB00512
448	N-acetylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	34387	LC/MS Pos Early	100001334	1695	158.0812	322640	1074-79-9		
478	N-acetylputrescine	Amino Acid	Polyamine Metabolism	37496	LC/MS Pos Early	192	2230	131.1179	122356	18233-70-0	C02714	HMDB02064
4669	N-acetyl-S-allyl-L-cysteine	Xenobiotics	Food Component/Plant	47136	LC/MS Neg	100005818	2237	202.0543	152467	23127-41-5		
10	N-acetylserine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	37076	LC/MS Polar	100001851	2000	146.0459	65249	97-14-3		HMDB02931
420	N-acetyltaurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	48187	LC/MS Neg	100005466	800	166.018	159864			
17	N-acetylthreonine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	33939	LC/MS Polar	100001274	1700	160.0615	152204	17093-74-2		HMDB62557
236	N-acetyltryptophan	Amino Acid	Tryptophan Metabolism	33959	LC/MS Neg	100001254	2630	245.0932	700653	1218-34-4	C03137	HMDB13713
155	N-acetyltyrosine	Amino Acid	Tyrosine Metabolism	32390	LC/MS Neg	100001104	1680	222.0772	68310	537-55-3		HMDB00866
366	N-acetylvaline	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1591	LC/MS Neg	1084	1704	158.0823	66789	96-81-1		HMDB11757
4887	naproxen	Xenobiotics	"Drug - Analgesics, Anesthetics"	12122	LC/MS Neg	1384	4155	229.087	156391	22204-53-1	C01517	HMDB01923
2752	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	Ceramides	57372	LC/MS Pos Late	100015624	3911	620.5976				
34	N-carbamoylalanine	Amino Acid	Alanine and Aspartate Metabolism	52340	LC/MS Pos Early	100006369	950	133.0608	426409	77340-50-2		
449	N-delta-acetylornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	43249	LC/MS Neg	100004523	858	173.0932	9920500			
5270	N-desalkylquetiapine*	Xenobiotics	Drug - Psychoactive	62484	LC/MS Pos Late	100020805	874	296.1216	11369918			
1694	nervonoylcarnitine (C24:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	57531	LC/MS Pos Late	100015846	1602	510.4517				
252	N-formylanthranilic acid	Amino Acid	Tryptophan Metabolism	43549	LC/MS Polar	100004561	900	164.0353	101399	3342-77-6	C05653	HMDB04089
385	N-formylmethionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	2829	LC/MS Neg	194	1543.8	176.0387	439750	4289-98-9	C03145	HMDB01015
214	N-formylphenylalanine	Amino Acid	Tyrosine Metabolism	48433	LC/MS Neg	100006056	2360	192.0666	759256	13200-85-6		
3976	nicotinamide	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	594	LC/MS Pos Early	432	1942	123.0553	936	98-92-0	C00153	HMDB01406
3979	nicotinamide riboside	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	33013	LC/MS Pos Early	100001310	2040	255.0976	439924	1341-23-7	C03150	HMDB00855
5089	nifedipine	Xenobiotics	Drug - Cardiovascular	34598	LC/MS Neg	100001514	4980	345.1092	4485	21829-25-4	"D00437,C07266"	
1415	nisinate (24:6n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	57810	LC/MS Neg	100015785	5657	355.2643	11792612	68378-49-4		HMDB02007
1647	N-linoleoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	32462	LC/MS Neg	1506	5510	336.2544	6433346	3/6/64		
1949	N-linoleoyltaurine*	Lipid	Endocannabinoid	61826	LC/MS Neg	100005814	5505	386.2371				
453	N-methylhydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	62068	LC/MS Pos Early	100020215	1145	146.0812	9860390			
4837	N-methylpipecolate	Xenobiotics	Bacterial/Fungal	47101	LC/MS Pos Early	100005383	1932	144.1019	11286529	41447-17-0		
459	N-methylproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	37431	LC/MS Pos Early	100001956	1335	130.0863	557	475-11-6		
1967	N-oleoylserine	Lipid	Endocannabinoid	57664	LC/MS Neg	100015641	5600	368.2806				
1945	N-oleoyltaurine	Lipid	Endocannabinoid	39732	LC/MS Neg	100003119	5610	388.2527	6437033	52514-04-2		
1369	nonadecanoate (19:0)	Lipid	Long Chain Saturated Fatty Acid	1356	LC/MS Neg	892	6068	297.2799	12591	646-30-0	C16535	HMDB00772
1665	nonanoylcarnitine (C9)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	61775	LC/MS Pos Late	100006620	1010	302.2326				HMDB13288
4922	norbenzoylecgonine*	Xenobiotics	"Drug - Analgesics, Anesthetics"	43781	LC/MS Pos Early	100004657	3176	276.123	74765378			
4556	N-oxalyl glycine (NOG)	Xenobiotics	Food Component/Plant	57776	LC/MS Polar	100015923	3292	146.0095	3080614			
1643	N-palmitoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	42092	LC/MS Neg	100003686	5580	312.2544	151008	2441-41-0		HMDB13034
2762	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	Lipid	Ceramides	57430	LC/MS Pos Late	100015731	2645	524.5037				
1969	N-palmitoylserine	Lipid	Endocannabinoid	57659	LC/MS Neg	100015640	5557	342.265	6453686	58725-46-5;474943-14-1		
2750	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid	Ceramides	57416	LC/MS Pos Late	100015609	2490	536.5037				
2732	N-palmitoyl-sphinganine (d18:0/16:0)	Lipid	Dihydroceramides	52604	LC/MS Pos Late	100009028	3090	540.535	5283572	5966-29-0		HMDB11760
2740	N-palmitoyl-sphingosine (d18:1/16:0)	Lipid	Ceramides	44877	LC/MS Pos Late	1518	2893	538.5194	5283564	24696-26-2		HMDB04949
1947	N-palmitoyltaurine	Lipid	Endocannabinoid	39835	LC/MS Neg	100003239	5560	362.2371		83982-06-3		
1968	N-stearoylserine*	Lipid	Endocannabinoid	61822	LC/MS Neg	100019957	5777	370.2963				
2751	N-stearoyl-sphingadienine (d18:2/18:0)*	Lipid	Ceramides	57417	LC/MS Pos Late	100015632	2846	564.535				
2733	N-stearoyl-sphinganine (d18:0/18:0)*	Lipid	Dihydroceramides	1759	LC/MS Pos Late	922	3526	568.5663	5283573	2304-80-5		
2744	N-stearoyl-sphingosine (d18:1/18:0)*	Lipid	Ceramides	54979	LC/MS Pos Late	1547	3392	566.5507	5283565	104404-17-3		HMDB04950
1946	N-stearoyltaurine	Lipid	Endocannabinoid	39730	LC/MS Neg	100003240	5782	390.2684	168274	63155-80-6		
4206	o-cresol sulfate	Xenobiotics	Benzoate Metabolism	36845	LC/MS Neg	100001806	2796	187.0071	11615528			
1547	octadecadienedioate (C18:2-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	61860	LC/MS Neg	100019982	4676	309.2071				
1545	octadecanedioate (C18)	Lipid	"Fatty Acid, Dicarboxylate"	36754	LC/MS Neg	100001615	5043	313.2384	70095	871-70-5		HMDB00782
1717	octadecanedioylcarnitine (C18-DC)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	61867	LC/MS Pos Late	100005998	1227	458.3476		123233-50-1		
1546	octadecenedioate (C18:1-DC)	Lipid	"Fatty Acid, Dicarboxylate"	61861	LC/MS Neg	100019978	4875	311.2228				
1718	octadecenedioylcarnitine (C18:1-DC)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	61865	LC/MS Pos Late	100005996	1180	456.332		251981-06-3		
1664	octanoylcarnitine (C8)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)"	33936	LC/MS Pos Late	100001247	950	288.2169	123701	3671-77-0	C02838	HMDB00791
4927	O-desmethyltramadol	Xenobiotics	"Drug - Analgesics, Anesthetics"	53239	LC/MS Pos Early	100006382	3045	250.1802	130829	73986-53-5		HMDB60997
4928	O-desmethyltramadol glucuronide	Xenobiotics	"Drug - Analgesics, Anesthetics"	52357	LC/MS Pos Early	100006383	2741	426.2123		383891-39-2		
1384	oleate/vaccenate (18:1)	Lipid	Long Chain Monounsaturated Fatty Acid	52285	LC/MS Neg	100008930	5655	281.2486	445639;5282761;5281127			
1932	oleoyl ethanolamide	Lipid	Endocannabinoid	38102	LC/MS Neg	1137	6450	324.2908	5283454	11-58-0;111-58-0		HMDB02088
2668	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	Lipid	Diacylglycerol	54960	LC/MS Pos Late	100010936	2907	660.5562				HMDB07228
2669	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	Lipid	Diacylglycerol	54961	LC/MS Pos Late	100010937	2990	660.5562				HMDB07228
1691	oleoylcarnitine (C18)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	35160	LC/MS Pos Late	100001501	1423	426.3578	6441392	38677-66-6		HMDB05065
1739	oleoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	53260	LC/MS Pos Late	100009331	1449	368.3523				
2658	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	Lipid	Diacylglycerol	54970	LC/MS Pos Late	100010944	2819	634.5405				HMDB07220
2655	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	Lipid	Diacylglycerol	46798	LC/MS Pos Late	100002989	3115	636.5562		106292-55-1		HMDB07219
2656	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	Lipid	Diacylglycerol	46799	LC/MS Pos Late	100002990	3223	636.5562		104346-53-4		HMDB07219
2652	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	Lipid	Diacylglycerol	54945	LC/MS Pos Late	100010918	3571	638.5718				HMDB07218
2653	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	Lipid	Diacylglycerol	54946	LC/MS Pos Late	100010919	3695	638.5718				HMDB07218
5149	omeprazole	Xenobiotics	Drug - Gastrointestinal	38600	LC/MS Neg	100002725	4673	344.1074	4594	73590-58-6	C07324	HMDB01913
430	ornithine	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1493	LC/MS Pos Early	444	2800	133.0972	6262	3184-13-2	C00077	HMDB03374
3885	orotate	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	1505	LC/MS Polar	445	1638.1	155.0098	967	50887-69-9	C00295	HMDB00226
3887	orotidine	Nucleotide	"Pyrimidine Metabolism, Orotate containing"	35172	LC/MS Polar	100001416	2250	287.0521	92751	314-50-1		HMDB00788
5396	O-sulfo-L-tyrosine	Xenobiotics	Chemical	45413	LC/MS Neg	100005384	990	260.0234	514186			
4024	oxalate (ethanedioate)	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	20694	LC/MS Neg	100000841	603	88.988	971	144-62-7	C00209	HMDB02329
1366	palmitate (16:0)	Lipid	Long Chain Saturated Fatty Acid	1336	LC/MS Neg	424	5618	255.233	985	57-10-3	C00249	HMDB00220
1380	palmitoleate (16:1n7)	Lipid	Long Chain Monounsaturated Fatty Acid	33447	LC/MS Neg	452	5475	253.2173	445638	373-49-9	C08362	HMDB03229
2645	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	Lipid	Diacylglycerol	57406	LC/MS Pos Late	100015681	2528	632.5249				
1690	palmitoleoylcarnitine (C16:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	53223	LC/MS Pos Late	100009406	1357	398.3265	71464547			
2641	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	Lipid	Diacylglycerol	54967	LC/MS Pos Late	100010930	2664	608.5249				HMDB07132
2817	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	Lipid	Dihydrosphingomyelins	52434	LC/MS Pos Late	100008954	2290	705.5905	9939965			
1935	palmitoyl ethanolamide	Lipid	Endocannabinoid	38165	LC/MS Pos Late	1489	1643	300.2897	4671	544-31-0	C16512	HMDB02100
2821	palmitoyl sphingomyelin (d18:1/16:0)	Lipid	Sphingomyelins	37506	LC/MS Pos Late	100002107	2168	703.5749	9939941	6254-89-3		
2643	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*	Lipid	Diacylglycerol	54957	LC/MS Pos Late	100010924	2916	634.5405				HMDB07112
2644	palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*	Lipid	Diacylglycerol	54958	LC/MS Pos Late	100010925	3015	634.5405				HMDB07112
1672	palmitoylcarnitine (C16)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	44681	LC/MS Pos Late	100000776	1425	400.3421	461	6865-14-1	C02990	HMDB00222
1738	palmitoylcholine	Lipid	Fatty Acid Metabolism (Acyl Choline)	52944	LC/MS Pos Late	100009233	1482	342.3367	151731			
2636	palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*	Lipid	Diacylglycerol	52633	LC/MS Pos Late	100009052	3080	610.5405	9543695			HMDB07103
2637	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	Lipid	Diacylglycerol	52634	LC/MS Pos Late	100009055	3197	610.5405				HMDB07103
2852	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)	Lipid	Ceramide PEs	62984	LC/MS Pos Late	100021162	2207	661.5279				
4004	pantoate	Cofactors and Vitamins	Pantothenate and CoA Metabolism	63061	LC/MS Neg	100002613	1143	147.0663	439251	470-29-1	C00522	
5150	pantoprazole	Xenobiotics	Drug - Gastrointestinal	38609	LC/MS Neg	100002808	4398	382.0679	4679	102625-70-7	C11806	HMDB05017
4005	pantothenate (Vitamin B5)	Cofactors and Vitamins	Pantothenate and CoA Metabolism	1508	LC/MS Neg	1024	1498.7	218.1034	6613	137-08-6	C00864	HMDB00210
4231	paraxanthine	Xenobiotics	Xanthine Metabolism	18254	LC/MS Neg	100000453	2279	179.0575	4687	611-59-6	C13747	HMDB01860
212	p-cresol glucuronide*	Amino Acid	Tyrosine Metabolism	48841	LC/MS Neg	100006191	2420	283.0823	154035	17680-99-8		HMDB11686
4199	p-cresol sulfate	Xenobiotics	Benzoate Metabolism	36103	LC/MS Neg	100001315	2890	187.0071	4615423	3233-57-7		HMDB11635
1365	pentadecanoate (15:0)	Lipid	Long Chain Saturated Fatty Acid	1361	LC/MS Neg	980	5521	241.2173	13849	1002-84-2;10002-84-2	C16537	HMDB00826
5648	pentose acid*	Partially Characterized Molecules	Partially Characterized Molecules	63264	LC/MS Polar	100021467	2180	165.0405				
5492	perfluorooctanesulfonate (PFOS)	Xenobiotics	Chemical	57564	LC/MS Polar	100010955	662	498.9302	74483	1763-23-1	C18142	HMDB59586
5535	perfluorooctanoate (PFOA)	Xenobiotics	Chemical	62071	LC/MS Neg	100020208	5130	412.9664	9554			HMDB59587
178	phenol glucuronide	Amino Acid	Tyrosine Metabolism	52747	LC/MS Neg	100006679	1800	269.0667	87235	17685-05-1		HMDB60014
177	phenol sulfate	Amino Acid	Tyrosine Metabolism	32553	LC/MS Neg	100001510	2156	172.9914	74426	937-34-8	C02180	HMDB60015
147	phenylacetate	Amino Acid	Phenylalanine Metabolism	15958	LC/MS Neg	100000011	2150	135.0452	999	103-82-2	C07086	HMDB00209
1057	phenylacetylcarnitine	Peptide	Acetylated Peptides	48425	LC/MS Pos Early	100006108	3092	280.1543	101724840	287108-21-8		
1059	phenylacetylglutamate	Peptide	Acetylated Peptides	52925	LC/MS Neg	100009045	1570	264.0877	11579826			HMDB59772
1060	phenylacetylglutamine	Peptide	Acetylated Peptides	35126	LC/MS Neg	100001417	2330	263.1037	92258	28047-15-6	C04148	HMDB06344
1063	phenylacetylglycine	Peptide	Acetylated Peptides	33945	LC/MS Neg	100001275	2375	192.0666	68144	500-98-1	C05598	HMDB00821
132	phenylalanine	Amino Acid	Phenylalanine Metabolism	64	LC/MS Pos Early	460	2878	166.0863	6140	63-91-2	C00079	HMDB00159
143	phenyllactate (PLA)	Amino Acid	Phenylalanine Metabolism	22130	LC/MS Neg	100000774	2208	165.0557	3848	828-01-3	C05607	HMDB00779
142	phenylpyruvate	Amino Acid	Phenylalanine Metabolism	566	LC/MS Polar	241	845	163.0401	997	156-06-9	C00166	HMDB00205
1332	phosphate	Energy	Oxidative Phosphorylation	42109	LC/MS Pos Early	461	576	98.9842	1061	7664-38-2	C00009	HMDB01429
2007	phosphoethanolamine (PE)	Lipid	Phospholipid Metabolism	1600	LC/MS Pos Early	1026	700	142.0264	1015	1071-23-4	C00346	HMDB00224
260	picolinate	Amino Acid	Tryptophan Metabolism	1512	LC/MS Pos Early	1022	910	124.0393	1018	98-98-6	C10164	HMDB02243
1654	picolinoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	63057	LC/MS Neg	100021198	1867	179.0462	11788622	5616-29-5		HMDB59766
1714	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	53224	LC/MS Pos Early	100009407	2773	304.1755				
123	pipecolate	Amino Acid	Lysine Metabolism	1444	LC/MS Pos Early	1025	2200	130.0863	849	4043-87-2	C00408	HMDB00070
4582	piperine	Xenobiotics	Food Component/Plant	33935	LC/MS Pos Late	100001267	1168	286.1438	638024	94-62-2	C03882	HMDB29377
5230	pregabalin	Xenobiotics	Drug - Neurological	52913	LC/MS Pos Early	100008943	3123	160.1332	4715169	148553-50-8		
2997	pregnanediol-3-glucuronide	Lipid	Progestin Steroids	40708	LC/MS Neg	100003470	5145	495.2963	123796	1852-49-9		HMDB10318
2974	pregnen-diol disulfate*	Lipid	Pregnenolone Steroids	32562	LC/MS Neg	100001993	3868	238.0775				
2973	pregnenediol sulfate (C21H34O5S)*	Lipid	Pregnenolone Steroids	32619	LC/MS Neg	100002067	5000	397.2054		1247-64-9		
2976	pregnenetriol disulfate*	Lipid	Pregnenolone Steroids	62921	LC/MS Neg	100021104	3504	246.0749				
2975	pregnenetriol sulfate*	Lipid	Pregnenolone Steroids	62922	LC/MS Neg	100021103	4749	413.2003				
2957	pregnenolone sulfate	Lipid	Pregnenolone Steroids	38170	LC/MS Neg	100002129	5100	395.1898	105074	1247-64-9		HMDB00774
456	prolylhydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	35127	LC/MS Pos Early	100001167	2128	229.1183	11673055	18684-24-7		HMDB06695
438	proline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1898	LC/MS Pos Early	480	1603	116.0706	145742	147-85-3	C00148	HMDB00162
